Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
94,140,Pu,,,0.0,0.0,0+, ,8.8,1,H,31680.0,360.0,EC,94.0,0.0,A,6.0,0.0, , , , , , , , ,-4111,159,-10985,102,6310.05,5,395.1,11,7773.12,51,4887.59,51,7584.605,29,234043317.478,7298,40349.971,6798,
94,141,Pu,,,0.0,0.0,(5/2+), ,25.3,5,M,1518.0,30.0,EC+B+,99.9972,7.0E-4,A,0.0028,7.0E-4, , , , , , , , ,-2443.019,56045,-10350,160,5951.48,20,1139.302,21,6238.88,22,5061.43,22,7578.879,87,235045284.682,22030,42182.410,20521,
94,142,Pu,,,0.0,0.0,0+, ,2.858,8,Y,9.01916208E7,252460.8,A,100.0,0.0,SF,1.9E-7,4.0E-8, , , , , , , , ,-3139,112,-9795.15,52,5867.15,8,-476.585,50,7352.13,21,5430.49,176,7577.918,8,236046056.756,1944,42901.593,1811,
94,143,Pu,,,0.0,0.0,7/2-, ,45.64,4,D,3943296.0,3456.0,EC,99.9958,4.0E-4,A,0.0042,4.0E-4, , , , , , , , ,-1478,59,-9020,112,5747.63,225,220.063,2033,5881.19,208,5575.43,50,7570.759,7,237048407.957,1822,45091.722,1697,
94,144,Pu,5.8535,378,0.0,0.0,0+, ,87.7,1,Y,2.76760152E9,3155760.0,A,100.0,0.0,SF,1.9E-7,1.0E-8, , , , , , , , ,-2258.273,50688,-8478,59,5593.27,19,-1291.443,161,6999.83,135,5997.42,41,7568.36,5,238049558.25,1222,46163.213,1139,
94,145,Pu,5.8601,378,0.0,0.0,1/2+, ,24110,30,Y,7.60853736E11,9.46728E8,A,100.0,0.0,SF,3.1E-10,6.0E-11, , , , ,0.203, , , ,-802.142,1664,-7904.52,51,5244.52,21,-722.775,172,5646.25,31,6155.34,37,7560.318,5,239052161.669,1195,48588.282,1113,
94,146,Pu,5.8701,379,0.0,0.0,0+, ,6561,7,Y,2.070494136E11,2.209032E8,A,100.0,0.0,SF,5.7E-6,2.0E-7, , , , , , , , ,-1384.789,13788,-7336.36,167,5255.82,14,-2190.892,17,6534.22,23,6474.65,95,7556.042,5,240053811.812,1187,50125.380,1106,
94,147,Pu,5.8748,379,0.0,0.0,5/2+, ,14.329,29,Y,4.521888504E8,915170.4,B-,99.998,0.0,A,0.00247,0.0,SF,2.4E-14,0.0, ,-0.683, ,6, ,20.78,166,-6626.31,14,5140.07,48,-1305.0,71,5241.52,3,6650.07,17,7546.439,5,241056849.722,1187,52955.175,1106,
94,148,Pu,5.8823,380,0.0,0.0,0+, ,3.75E+5,2,Y,1.18341E13,6.31152E10,A,100.0,0.0,SF,5.5E-4,6.0E-6, , , , , , , , ,-751.14,708,-6288.78,70,4984.23,99,-2700.0,200,6309.56,68,6832.21,71,7541.327,5,242058741.045,1336,54716.932,1245,
94,149,Pu,,,0.0,0.0,7/2+, ,4.956,3,H,17841.6,10.8,B-,100.0,0.0, , , , , , , , , , , ,579.556,2622,-5784.79,244,4756.97,258,-2121.398,32,5033.65,239,6951.30,200,7531.008,10,243062002.119,2728,57754.602,2542,
94,150,Pu,5.8948,382,0.0,0.0,0+, ,8.00E+7,9,Y,2.524608E15,2.840184E13,A,99.879,0.004,SF,0.121,0.004, , , , , , , , ,-73.168,2686,-5440.34,265,4665.61,102,-3395.972,298,6019.89,293,7359,32,7524.815,10,244064204.415,2518,59806.028,2346,
94,151,Pu,,,0.0,0.0,(9/2-), ,10.5,1,H,37800.0,360.0,B-,100.0,0.0, , , , , , , , , , , ,1277.71,13733,-4772.33,14,4556,196,,,4699.17,13,7313,298,7513.281,56,245067824.568,14621,63178.179,13620,
94,152,Pu,,,0.0,0.0,0+, ,10.84,2,D,936576.0,1728.0,B-,100.0,0.0, , , , , , , , , , , ,401,14,-4576.99,15,4350,200,,,5854.70,20,7784,300,7506.539,61,246070204.209,16087,65394.801,14985,
94,153,Pu,,,0.0,0.0,(1/2+), ,2.27,23,D,196128.0,19872.0,B-,100.0,0.0, , , , , , , , , , , ,1954,220,-3958,196,4323,358,,,4359,196,,,7494,1,247074190,210,69108,196,
95,128,Am,,,0.0,0.0, , ,5,+12-4,MS,0.005,0.008,A,100.0,0.0, , , , , , , , , , , , ,,,, ,,,,,,,, ,, ,,,,
95,134,Am,,,0.0,0.0, , ,0.9,+21-7,S,0.9,1.4,A,91.0,0.0,EC+B+,9.0,0.0, , , , , , , , ,,,,,8137.4,50,4754.43,101,,,1226.32,92,7562.702,381,229045249.909,93772,42150.020,87348,
95,135,AM,,,0.0,0.0, , ,31, ,S,31.0,0.0,EC,100.0,0.0,SF,-1.0,0.0, , , , , , , , ,,,,,7730,100,5997.608,134,7289,159,1753,143,7562,1,230046089,143,42932,133,
95,137,Am,,,0.0,0.0, , ,79,2,S,79.0,2.0,EC,97.0,0.0,A,3.0,0.0,ECF,0.069,0.01, , , , , ,-2973,362,-12001,424,7319,304,4976.86,301,7142,424,2258,301,7564,1,232046527,322,43340,300,
95,138,Am,,,0.0,0.0, , ,3.2,8,M,192.0,48.0,A,3.0,0.0,EC+B+,-1.0,0.0, , , , , , , , ,-4031,124,-11120,226,7059,53,3211.231,114,8148,317,2389,103,7567,0,233046445,109,43263,102,
95,139,Am,,,0.0,0.0, , ,2.32,8,M,139.2,4.8,EC,100.0,0.0,A,-1.0,0.0, , , , , , , , ,-2263,159,-10904,174,6800,150,4111.029,159,6873,188,2880,166,7564,1,234047731,170,44461,159,
95,140,Am,,,0.0,0.0,5/2-, ,10.3,6,M,618.0,36.0,EC,99.6,0.05,A,0.4,0.05, , , , , , , , ,-3408,208,-10170.52,55,6576,13,2443.019,56,7907,167,3013.51,53,7565.154,222,235047907.371,56030,44625.429,52192,
95,141,Am,,,0.0,0.0,5-, ,3.6,2,M,216.0,12.0,A,-1.0,0.0,EC,-1.0,0.0, , , , , , , , ,-1814,113,-10065,230,6256.2,50,3139.407,112,6656,123,3431,114,7561,0,236049427,120,46041,112,
95,142,Am,,,0.0,0.0,5/2(-), ,73.6,8,M,4416.0,48.0,EC+B+,99.975,0.003,A,0.025,0.003, , , , , , , , ,-2677,93,-9357,62,6196,30,1478.278,59,7542,127,3621,59,7561,0,237049995,64,46570,59,
95,143,Am,,,0.0,0.0,1+, ,98,2,M,5880.0,120.0,EC+B+,100.0,0.0,A,1.0E-4,4.0E-5, , , , , , , , ,-1023.701,52145,-8896.92,87,6041.7,50,2258.274,51,6220,78,3959.21,51,7555.584,213,238051982.607,54428,48421.487,50700,
95,144,Am,,,0.0,0.0,(5/2)-, ,11.9,1,H,42840.0,360.0,EC,99.99,0.001,A,0.01,0.001, , , , , , , , ,-1756.602,54058,-8126.08,12,5922.4,141,802.142,2273,7102.38,51,4061.76,167,7553.688,8,239053022.803,2128,49390.424,1982,
95,145,Am,,,0.0,0.0,(3-), ,50.8,3,H,182880.0,1080.0,EC,100.0,0.0,A,1.9E-4,7.0E-5, , , , , , , , ,-214.137,13897,-7708.17,56,5707.08,52,1384.789,14,5951.57,14,4367.08,14,7547.013,58,240055298.444,14849,51510.169,13832,
95,146,Am,5.8928,42,0.0,0.0,5/2-, ,432.6,6,Y,1.365181776E10,1.893456E7,A,100.0,0.0,SF,3.6E-10,9.0E-11, , , , ,1.58, ,4.34, ,-767.434,1168,-6861.23,174,5637.82,12,-20.78,157,6647.09,14,4479.96,17,7543.278,5,241056827.413,1195,52934.395,1114,
95,147,Am,,,0.0,0.0,1-, ,16.02,2,H,57672.0,72.0,B-,82.7,0.3,EC,17.3,0.3, , , , ,0.3879, ,-2.4, ,664.309,414,-6305.07,117,5588.5,25,751.14,167,5537.64,10,4776.07,19,7534.991,5,242059547.428,1200,55468.072,1119,
95,148,Am,5.9048,35,0.0,0.0,5/2-, ,7364,22,Y,2.323901664E11,6.942672E8,A,100.0,0.0,SF,3.7E-9,9.0E-10, , , , ,1.503, ,2.86, ,-6.952,1569,-5700.03,125,5439.07,93,-579.556,2896,6364.34,124,4830.86,138,7530.173,6,243061379.94,1490,57175.046,1388,
95,149,Am,,,0.0,0.0,(6-), ,10.1,1,H,36360.0,360.0,B-,100.0,0.0, , , , , , , , , , , ,1427.3,1000,-5374.12,143,5138.01,17,73.168,278,5367.17,158,5164.38,263,7521.308,6,244064282.964,1601,59879.196,1492,
95,150,Am,,,0.0,0.0,(5/2)+, ,2.05,1,H,7380.0,36.0,B-,100.0,0.0, , , , , , , , , , , ,895.889,1549,-4622.74,162,5215.38,71,-1277.71,14,6050.04,190,5194.53,293,7515.303,8,245066452.89,2025,61900.469,1887,
95,151,Am,,,0.0,0.0,(7-), ,39,3,M,2340.0,180.0,B-,100.0,0.0, , , , , , , , , , , ,2377,18,-4082,18,5152,201,-400.801,23,4978,18,5473,22,7505,0,246069774,19,64994,18,
95,152,Am,,,0.0,0.0,(5/2), ,23.0,13,M,1380.0,78.0,B-,100.0,0.0, , , , , , , , , , , ,1620,100,-3535,100,4852,105,-1955.0,220,5912,102,5531,101,7499,0,247072092,107,67153,100,
95,153,Am,,,0.0,0.0, , , , , , , , , , , , , , , , , , , , , ,3170,200,-3042,200,4936,359,,,4662,224,5834,280,7487,1,248075752,215,70563,200,
96,137,Cm,,,0.0,0.0, , , , , , , ,A,-1.0,0.0,EC+B+,-1.0,0.0, , , , , , , , ,-5567,235,,,7473.5,50,4031.006,125,7090,214,3335,308,7545.998,307,233050772.206,76809,47294.006,71547,
96,138,Cm,,,0.0,0.0,0+, ,51,12,S,51.0,12.0,SF,40.0,0.0,A,40.0,0.0,EC+B+,20.0,0.0, , , , , ,-6731,143,-14208,225,7365.33,9,2263.633,160,8640.69,74,3828,103,7550.677,74,234050160.959,18673,46724.633,17394,
96,139,Cm,,,0.0,0.0, , , , , , , , , , , , , , , , , , , , , ,-4670,448,-13493,246,7300,200,3408.571,208,6762,202,3716,256,7547,1,235051567,216,48034,201,
96,140,Cm,,,0.0,0.0,0+, , , , , , ,A,-1.0,0.0,EC,-1.0,0.0, , , , , , , , ,-5687,401,-12920,401,7066.99,5,1814.045,113,8250,202,4059.35,55,7550.299,78,236051374.506,19662,47855.045,18315,
96,141,Cm,,,0.0,0.0, , , , , , , , , , , , , , , , , , , , , ,-3941,235,-12367,407,6770.4,50,2677.085,92,6679.28,73,4083,132,7546.624,299,237052868.923,76178,49247.085,70960,
96,142,Cm,,,0.0,0.0,0+, ,2.2,4,H,7920.0,1440.0,EC,96.16,0.18,A,3.84,0.18,SF,0.048,0.002, , , , , ,-4771,255,-11814,225,6670.3,10,1023.701,52,7873.21,72,4414,61,7547.996,51,238053081.595,13133,49445.188,12234,
96,143,Cm,,,0.0,0.0,(7/2-), ,2.7,8,H,9720.0,2880.0,EC,100.0,0.0,A,0.001,0.0, , , , , , , , ,-3103,214,-11140,261,6539.7,50,1756.601,54,6369.48,55,4563.43,74,7543.065,226,239054908.593,58022,51147.025,54047,
96,144,Cm,,,0.0,0.0,0+, ,27,1,D,2332800.0,86400.0,A,99.5,0.0,EC,0.5,0.0,SF,3.9E-6,8.0E-7, , , , , ,-3940,150,-10597,207,6397.8,60,214.137,14,7494.04,54,4955.09,234,7542.861,8,240055528.329,2045,51724.306,1906,
96,145,Cm,,,0.0,0.0,1/2+, ,32.8,2,D,2833920.0,17280.0,EC,99.0,0.1,A,1.0,0.1, , , , , , , , ,-2330,200,-10034,150,6185.19,56,767.435,1956,6093.79,209,5097.31,14,7536.848,7,241057651.288,1726,53701.830,1608,
96,146,Cm,5.8285,191,0.0,0.0,0+, ,162.8,2,D,1.406592E7,17280.0,A,100.0,0.0,SF,6.2E-6,3.0E-7,34SI,1.0E-14,0.0, , , , , ,-2930,200,-9299,200,6215.63,8,-664.308,1599,6969.38,123,5419.60,40,7534.503,5,242058834.263,1225,54803.764,1142,
96,147,Cm,,,0.0,0.0,5/2+, ,29.1,1,Y,9.1832616E8,3155760.0,A,99.71,0.03,EC,0.29,0.03,SF,5.3E-9,9.0E-10, , , , , ,-1507.695,4506,-8623,200,6168.8,100,6.952,2041,5693.08,105,5575.04,104,7526.925,6,243061387.403,1606,57181.998,1496,
96,148,Cm,5.8429,181,0.0,0.0,0+, ,18.1,1,Y,5.7119256E8,3155760.0,A,100.0,0.0,SF,1.37E-4,3.0E-6, , , , , , , , ,-2261.989,14357,-8309.11,4,5901.6,3,-1427.3,18,6801.42,103,6012.12,122,7523.952,5,244062750.694,1188,58451.896,1107,
96,149,Cm,5.8475,182,0.0,0.0,7/2+, ,8423,74,Y,2.658096648E11,2.3352624E9,A,100.0,0.0,SF,6.1E-7,9.0E-8, , , , ,0.4, , , ,-809.256,1496,-7780.62,14,5624.49,49,-895.889,221,5518.63,49,6163.59,111,7515.767,5,245065491.113,1234,61004.580,1150,
96,150,Cm,5.8562,184,0.0,0.0,0+, ,4706,40,Y,1.485100656E11,1.262304E9,A,99.97385,7.0E-5,SF,0.02615,7.0E-5, , , , , , , , ,-1350,60000,-7268.19,180,5475.12,89,-2377.033,18,6458.93,122,6572.47,196,7511.471,6,246067222.082,1638,62616.967,1526,
96,151,Cm,,,0.0,0.0,9/2-, ,1.56E+7,5,Y,4.9229856E14,1.57788E13,A,100.0,0.0, , , , , , , ,0.36, , , ,43.581,6324,-6505.14,60,5353.62,3,-1619.857,100,5155.14,4,6750,18,7501.931,15,247070352.726,4075,65533.143,3797,
96,152,Cm,5.8687,193,0.0,0.0,0+, ,3.48E+5,6,Y,1.09820448E13,1.893456E11,A,91.61,0.16,SF,8.39, ,SF,8.39, , , , , , ,-687,71,-6168.12,6,5161.81,25,-3170.245,200,6211.71,4,7049,100,7496.728,10,248072349.101,2531,67392.755,2358,
96,153,Cm,,,0.0,0.0,1/2+, ,64.15,3,M,3849.0,1.8,B-,100.0,0.0, , , , , , , , , , , ,904.317,2594,-5401,71,5147.61,13,-2353.298,298,4713.37,25,7101,200,7485.55,10,249075954.006,2545,70750.702,2371,
96,154,Cm,,,0.0,0.0,0+,AP,8.3E+3, ,Y,2.6192808E11,0.0,SF,74.0,0.0,A,18.0,0.0,B-,8.0,0.0, , , , , ,39.616,10894,-4928.11,10,5169.88,18,,,5832.42,10,7403,298,7478.938,41,250078357.556,11029,72989.594,10274,
96,155,Cm,,,0.0,0.0,(1/2+), ,16.8,2,M,1008.0,12.0,B-,100.0,0.0, , , , , , , , , , , ,1420,20000,-4373.28,23,5116,197,,,4412.89,25,,,7466.722,90,251082285.036,24367,76648.018,22698,
96,156,Cm,,,0.0,0.0,0+,LT,2, ,D,172800.0,0.0, , , , , , , , , , , , , , ,521,359,-4243,298,,,,,5663,299,,,7460,1,252084870,320,79056,298,
97,136,Bk,,,0.0,0.0, , ,21,+48-17,S,21.0,33.0,A,82.0,0.0,EC+B+,18.0,0.0, , , , , , , , ,,,,,8286,206,5566.994,235,,,740,302,7519,1,233056748,240,52861,224,
97,137,BK,,,0.0,0.0, , ,1.4E2,+14-5,S,140.0,95.0,A,80.0,0.0,EC,20.0,0.0, , , , , , , , ,,,,,8098.6,50,6730.367,143,7477,265,1128,159,7519,1,234057387,153,53455,142,
97,141,Bk,,,0.0,0.0, , ,144,5,S,144.0,5.0,EC+B+,100.0,0.0,ECF,0.048,0.02, , , , , , , , ,-3061,392,-11794,270,7330,200,4770.812,255,7043,340,2320,265,7525,1,238058203,274,54216,255,
97,142,BK,,,0.0,0.0,(3/2- 7/2+), , , , , , ,EC,99.0,0.0,SF,1.0,0.0,A,1.0,0.0, , , , , ,-4019,294,-11099,363,7200,200,3102.975,214,8037,328,2484,207,7527,1,239058240,222,54250,207,
97,143,Bk,,,0.0,0.0, , ,4.8,8,M,288.0,48.0,ECSF,0.002,0.0013,EC+B+,-1.0,0.0, , , , , , , , ,-2327,151,-10676,257,7199,187,3939.694,150,6657,255,2772,159,7523,1,240059758,161,55664,150,
97,144,Bk,,,0.0,0.0,(7/2+), ,4.6,4,M,276.0,24.0,EC+B+,-1.0,0.0,A,-1.0,0.0, , , , , , , , ,-3295,260,-10030,201,7037,209,2330.17,200,7704,250,2981,200,7524,1,241060153,215,56032,200,
97,145,Bk,,,0.0,0.0, , ,7.0,13,M,420.0,78.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-1653,200,-9664,260,6887,206,2930.236,200,6369,283,3257,200,7519,1,242061980,215,57734,200,
97,146,Bk,,,0.0,0.0,(3/2-), ,4.6,2,H,16560.0,720.0,EC+B+,99.85,0.0,A,0.15,0.0, , , , , , , , ,-2300,114,-8768.59,14,6874.35,4,1507.695,5,7115,200,3403.04,4,7517.501,19,243063005.98,4857,58689.693,4524,
97,147,Bk,,,0.0,0.0,(4-), ,4.35,15,H,15660.0,540.0,EC,99.994,0.003,A,0.006,0.003, , , , , , , , ,-764.294,14572,-8347,115,6778.8,4,2261.989,14,6047.13,15,3757.08,14,7511.475,59,244065179.039,15457,60713.885,14399,
97,148,Bk,,,0.0,0.0,3/2-, ,4.95,3,D,427680.0,2592.0,EC,99.88,0.01,A,0.12,0.01, , , , , , , , ,-1571.374,2586,-7735.66,287,6454.52,140,809.256,213,6971.37,14,3927.03,141,7509.27,7,245066359.885,1924,61813.836,1793,
97,149,Bk,,,0.0,0.0,2(-), ,1.80,2,D,155520.0,1728.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-123.325,60020,-7489.56,60,6073.98,60,1350.0,60,5918.19,60,4326.58,60,7502.803,244,246068671.367,64433,63966.967,60019,
97,150,Bk,,,0.0,0.0,3/2-, ,1380,250,Y,4.3549488E10,7.8894E9,A,100.0,0.0, , , , , , , , , , , ,-614.341,16187,-6672.05,5,5889.6,5,-43.581,6,6548.72,60,4416.38,5,7498.94,21,247070305.94,5570,65489.562,5189,
97,151,Bk,,,0.0,0.0,(6+ 8-),GT,9, ,Y,2.840184E8,1.57788E32, , , , , , , , , , , , , , ,842,71,-6095,72,5776,71,687.245,71,5481,71,4742,71,7491,0,248073087,76,68080,71,
97,152,Bk,,,0.0,0.0,7/2+, ,330,4,D,2.8512E7,345600.0,B-,99.99855,8.0E-5,A,0.00145,8.0E-5,SF,4.7E-8,2.0E-9, ,2, ,5.79, ,123.6,400,-5462.94,5,5521,141,-904.318,268,6305,71,4835.34,258,7486.04,5,249074983.182,1340,69846.384,1249,
97,153,Bk,,,0.0,0.0,2-, ,3.212,5,H,11563.2,18.0,B-,100.0,0.0, , , , , , , , , , , ,1779.587,3386,-4844.12,4,5531,18,-39.616,11,4967.72,4,5089.69,4,7475.967,15,250078315.027,3992,72949.978,3719,
97,154,Bk,,,0.0,0.0,(3/2-), ,55.6,11,M,3336.0,66.0,B-,100.0,0.0, , , , , , , , , , , ,1093,10000,-4013.69,11,5650,101,-1420.0,25,5793.28,11,5050.55,15,7469.263,43,251080760.603,11523,75228.018,10734,
97,155,Bk,,,0.0,0.0, , , , , , , , , , , , , , , , , , , , , ,2500,200,-3672,200,5547,283,-521.0,359,4765,200,5402,201,7459,1,252084310,215,78535,200,
97,156,Bk,,, ,0.0, ,GT,10, ,M,600.0,3.0E26, , , , , , , , , , , , , , ,1627,359,-3177,359,5400,200,,,5677,411,5416,467,7451,1,253086880,385,80929,359,
98,139,Cf,,,0.0,0.0, , ,2.1,3,S,2.1,0.3,SF,10.0,-1.0, , , , , , , , , , , ,,,,,8220,50,,,,,2892,410,7503.347,368,237062199.993,93706,57938.921,87287,
98,140,Cf,,,0.0,0.0,0+, ,21.1,13,MS,0.0211,0.0013,SF,95.0,0.0,A,5.0,0.0, , , , , , , , ,,,,,8128,299,3062.0,392,8733,311,3200,373,7509,1,238061490,320,57278,298,
98,141,Cf,,,0.0,0.0, , ,39,+37-12,S,39.0,25.0,A,-1.0,0.0,EC,-1.0,0.0, , , , , , , , ,-5287,364,,,7810,56,4019.0,294,7080,364,3236,330,7507,1,239062554,224,58269,209,
98,142,Cf,,,0.0,0.0,0+, ,0.96,15,M,57.6,9.0,A,98.0,0.0,SF,2.0,0.0,EC+B+,-1.0,0.0, , , , , ,-6208,401,-13636,299,7710.98,4,2326.944,151,8349,210,3548,208,7510.23,78,240062255.842,20075,57990.944,18700,
98,143,Cf,,,0.0,0.0,(7/2-), ,3.78,70,M,226.8,42.0,EC+B+,75.0,0.0,A,25.0,0.0, , , , , , , , ,-4537,280,-12943,434,7655,150,3295.0,260,6736,167,3627,224,7507,1,241063690,178,59327,166,
98,144,Cf,,,0.0,0.0,0+, ,3.7,5,M,222.0,30.0,A,80.0,20.0,EC+B+,20.0,20.0,SF,0.014,0.0, , , , , ,-5414,256,-12548,226,7516.86,4,1652.966,200,8011,166,3934,200,7509.098,53,242063754.533,13840,59386.966,12892,
98,145,Cf,,,0.0,0.0,(1/2+), ,10.7,5,M,642.0,30.0,EC+B+,86.0,0.0,A,14.0,0.0, , , , , , , , ,-3757,236,-11883,280,7418,100,2300.307,114,6468,115,4033,230,7505,0,243065475,123,60990,114,
98,146,Cf,,,0.0,0.0,0+, ,19.4,6,M,1164.0,36.0,A,100.0,0.0, , , , , , , , , , , ,-4547,181,-11341,207,7328.96,181,764.294,15,7583,114,4500.48,5,7505.136,11,244065999.543,2810,61478.179,2618,
98,147,Cf,,,0.0,0.0,1/2+, ,45.0,15,M,2700.0,90.0,EC,64.7,2.5,A,35.3,2.5, , , , , , , , ,-2981,200,-10712,181,7258.46,184,1571.374,3,6164.29,3,4617.65,15,7499.663,10,245068046.825,2606,63385.210,2428,
98,148,Cf,,,0.0,0.0,0+, ,35.7,5,H,128520.0,1800.0,A,100.0,0.0,EC,0.004,0.0,SF,2.4E-4,4.0E-5, , , , , ,-3810,224,-10347,200,6861.61,100,123.325,60,7366.23,242,5012.51,177,7499.121,6,246068803.762,1626,64090.292,1515,
98,149,Cf,,,0.0,0.0,(7/2+), ,3.11,3,H,11196.0,108.0,EC,99.965,0.005,A,0.035,0.005, , , , , , , , ,-2474.485,24760,-9868,224,6496.99,15,614.341,16,6057.71,15,5152.03,62,7493.285,62,247070965.462,16461,66103.903,15334,
98,150,Cf,,,0.0,0.0,0+, ,333.5,28,D,2.88144E7,241920.0,A,99.9971,3.0E-4,SF,0.0029,3.0E-4, , , , , , , , ,-3061,53,-9411.69,20,6361.2,5,-841.988,71,6937.21,16,5540.52,7,7491.043,21,248072182.978,5497,67238.012,5121,
98,151,Cf,,,0.0,0.0,9/2-, ,351,2,Y,1.10767176E10,6.31152E7,A,100.0,0.0,SF,5.0E-7,4.0E-8, , , , ,-0.28, , , ,-1452,30,-8648,52,6293.29,49,-123.6,17,5586.54,5,5646,71,7483.394,5,249074850.491,1270,69722.784,1183,
98,152,Cf,,,0.0,0.0,0+, ,13.08,9,Y,4.12773408E8,2840184.0,A,99.923,0.003,SF,0.077,0.003, , , , , , , , ,-2055,100,-8076,30,6128.51,19,-1779.587,4,6623.71,132,5964.96,137,7479.956,6,250076404.561,1651,71170.391,1538,
98,153,Cf,,,0.0,0.0,1/2+, ,898,44,Y,2.83387248E10,1.3885344E9,A,100.0,0.0,SF,-1.0,0.0, , , , , , , , ,-377.259,7057,-7162,100,6176.96,89,-1093.0,11,5106.69,4,6103.93,5,7470.5,16,251079587.219,4187,74135.018,3901,
98,154,Cf,,,0.0,0.0,0+, ,2.645,8,Y,8.3469852E7,252460.8,A,96.908,0.008,SF,3.092, ,SF,3.092, , , , , , ,-1260,50000,-6548.98,6,6216.95,4,-2500.383,200,6171.72,4,6482.37,11,7465.347,9,252081626.523,2531,76034.617,2358,
98,155,Cf,,,0.0,0.0,(7/2+), ,17.81,8,D,1538784.0,6912.0,B-,99.69,0.04,A,0.31,0.04, , , , , , , , ,291.03,4385,-6064.37,50,6125.95,4,-1627.433,359,4804.37,4,6522,200,7454.829,17,253085133.738,4570,79301.567,4257,
98,156,Cf,,,0.0,0.0,0+, ,60.5,2,D,5227200.0,17280.0,SF,99.69, ,SF,99.69,0.02,A,0.31,0.02, , , , , ,-649.193,12113,-5740.45,12,5926.89,5,-3051.599,298,6031.48,12,6876,359,7449.225,45,254087323.59,12304,81341.401,11462,
98,157,Cf,,,0.0,0.0,(7/2+), ,85,18,M,5100.0,1080.0,B-,100.0,0.0, , , , , , , , , , , ,720,200,-5253,200,5736,201,,,4603,201,6873,359,7438,1,255091047,215,84809,200,
98,158,Cf,,,0.0,0.0,0+, ,12.3,12,M,738.0,72.0,SF,100.0,0.0, , , , , , , , , , , ,-146,330,-5120,315,5560,100,,,5840,373,,,7432,1,256093442,338,87041,314,
99,142,Es,,,0.0,0.0, , ,8,+6-5,S,8.0,6.0,EC+B+,-1.0,0.0,A,-1.0,0.0, , , , , , , , ,-5263,374,,,8250.17,20,4536.0,280,8407,460,1417,226,7485,1,241068560,242,63863,225,
99,143,Es,,,0.0,0.0, , ,13.5,25,S,13.5,2.5,A,0.0,0.0,EC+B+,0.0,0.0, , , , , , , , ,-3598,475,-12396,393,8160.12,20,5414.034,256,7133,341,1814,305,7483,1,242069567,275,64801,256,
99,144,Es,,,0.0,0.0,(7/2+), ,21,2,S,21.0,2.0,A,61.0,6.0,EC+B+,39.0,6.0,SF,1.0,0.0, , , , , ,-4640,298,-11724,451,8072.11,10,3757.0,236,8125,329,1929,207,7486,1,243069509,222,64747,207,
99,145,Es,,,0.0,0.0, , ,37,4,S,37.0,4.0,EC,96.0,0.0,A,4.0,0.0, , , , , , , , ,-2940,271,-11433,281,7936,102,4547.821,181,6793,275,2253,214,7483,1,244070881,195,66026,181,
99,146,Es,,,0.0,0.0,(3/2-), ,1.1,1,M,66.0,6.0,EC,60.0,10.0,A,40.0,10.0, , , , , , , , ,-3821,279,-10671,283,7909.36,3,2980.79,200,7731,270,2401,200,7484,1,245071247,215,66366,200,
99,147,Es,,,0.0,0.0, , ,7.5,5,M,450.0,30.0,EC+B+,90.1,1.8,A,9.9,1.8, , , , , , , , ,-2288,224,-10358,297,7742,100,3810.708,224,6537,300,2773,224,7480,1,246072894,240,67901,224,
99,148,Es,,,0.0,0.0,(3/2-), , , , , , , , , , , , , , , , , , , , ,-3094,116,-9681.76,25,7463.78,20,2474.485,25,7394,224,2800.87,20,7480.1,79,247073621.932,20870,68578.388,19441,
99,149,Es,,,0.0,0.0,(2- 0+), ,24,3,M,1440.0,180.0,EC,99.7,0.3,A,0.25,0.0, , , , , , , , ,-1599,53,-9445,126,7160,50,3060.988,52,6350,56,3094,54,7476,0,248075469,56,70299,52,
99,150,Es,,,0.0,0.0,7/2+, ,102.2,6,M,6132.0,36.0,EC+B+,99.43,0.08,A,0.57,0.08, , , , , , , , ,-2344,31,-8794,31,6936,30,1452.216,30,7196,60,3352,31,7474,0,249076409,32,71175,30,
99,151,Es,,,0.0,0.0,(6+), ,8.6,1,H,30960.0,360.0,EC,97.0,0.0,A,3.0,0.0, , , , , , , , ,-847,100,-8365,100,6834,117,2054.609,100,6021,104,3786,100,7469,0,250078611,107,73225,100,
99,152,Es,,,0.0,0.0,3/2-, ,33,1,H,118800.0,3600.0,EC,99.5,0.2,A,0.5,0.2, , , , , , , , ,-1441.641,16341,-7631.28,10,6597.8,3,377.259,7,6784,100,3947.08,6,7465.881,24,251079992.224,6434,74512.277,5994,
99,153,Es,,,0.0,0.0,(5-), ,471.7,19,D,4.075488E7,164160.0,A,78.0,2.0,EC,22.0,2.0, , , , , , , , ,478.99,50351,-6730.62,52,6789,50,1260.0,50,5288.98,50,4129.37,50,7457.242,199,252082979.189,53736,77294.617,50056,
