Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
43,67,Tc,,,0.0,0.0,(2 3+), ,0.900,13,S,0.9,0.013,B-,100.0,0.0,B-N,0.04,0.02, , , , , , , , ,9038.066,12509,1632.57,13,-7256.07,10,-6491.925,26,4823.05,13,11657.49,15,8411.259,86,109923741.312,10195,-71034.510,9497,
43,68,Tc,,,0.0,0.0,(5/2+), ,290,20,MS,0.29,0.02,B-,100.0,0.0,B-N,0.85,0.2, , , , , , , , ,7760.649,13848,2976.64,13,-7725.73,13,-9084.861,16,6061.43,14,11771.01,26,8390.089,95,110925899.016,11359,-69024.622,10581,
43,69,Tc,,,0.0,0.0,(2+), ,271,15,MS,0.271,0.015,B-,100.0,0.0,B-N,1.5,0.2, , , , , , , , ,10371.881,11060,3455.02,11,-8138.09,10,-7794.938,196,4305.63,12,12608.15,14,8353.621,49,111929941.644,5920,-65258.938,5515,
43,70,Tc,,,0.0,0.0,(5/2+), ,152,8,MS,0.152,0.008,B-,100.0,0.0,B-N,2.1,0.3, , , , , , , , ,9056.578,37028,4747.96,10,-8546.66,259,-10321.541,300,5623.92,6,12637,196,8329.464,30,112932569.033,3600,-62811.541,3353,
43,71,Tc,,,0.0,0.0,(GE 4), ,100,20,MS,0.1,0.02,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,11621.524,433159,5196.51,435,-8715.29,944,-8793.288,526,3860.06,433,13400,527,8290.259,3800,113937090,465000,-58600.288,433145,
43,72,Tc,,,0.0,0.0, , ,78,2,MS,0.078,0.002,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,9869.744,794386,5830.50,789,-9869,844,-11570.99,885,5791.02,900,13802,844,8268.527,6865,114939538,847500,-56319.990,789441,
43,73,Tc,,,0.0,0.0, , ,57,3,MS,0.057,0.003,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,12613,298,6663,311,-9607,422,-9956.0,582,3207,844,13996,499,8225,3,115944760,320,-51456,298,
43,74,Tc,,,0.0,0.0, , ,44.5,30,MS,0.0445,0.003,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,11108,590,7616,401,-10296,566,-12212.0,641,4997,499,14171,641,8197,3,116948060,430,-48382,401,
43,75,Tc,,,0.0,0.0, , ,30,4,MS,0.03,0.004,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,13470,448,7629,590,-10827,643,-11160.0,641,3479,566,14909,641,8157,3,117952990,430,-43790,401,
43,76,TC,,,0.0,0.0, , ,22,3,MS,0.022,0.003,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,12193,585,8818,541,-11442,711,,,4653,643,15030,709,8128,4,118956660,540,-40371,503,
43,77,TC,,,0.0,0.0, , ,21,5,MS,0.021,0.005,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,14494,643,8975,585,,,,,3218,711,,,8087,4,119961870,540,-35518,503,
43,78,Tc,,,0.0,0.0, , ,22,6,MS,0.022,0.006,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,13267,641,10161,641,,,,,4333,709,,,8056,4,120965883,537,-31780,500,
44,41,Ru,,,0.0,0.0, ,GT,450, ,NS,4.5E-7,5.0E15,P,-1.0,0.0,ECP,-1.0,0.0,EC+B+,-1.0,0.0, , , , , ,,,,,-1625,707,14900.0,640,,,538,640,8030,6,84966774,537,-30950,500,
44,42,Ru,,,0.0,0.0,0+,GT,438, ,NS,4.38E-7,5.0E15,EC+B+,-1.0,0.0,ECP,-1.0,0.0, , , , , , , , ,,,,,-1825,565,11800.0,500,16892,640,1209,565,8133,5,85957305,429,-39770,400,
44,44,Ru,,,0.0,0.0,0+, ,1.2,+3-2,S,1.2,0.3,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-17479,500,,,-2594,423,7341.315,335,16891,500,3939,300,8298,3,87941664,322,-54340,300,
44,45,Ru,,,0.0,0.0,(9/2+), ,1.5,2,S,1.5,0.2,EC+B+,100.0,0.0,ECP,3.0,0.0, , , , , , , , ,-12400,468,-29471,499,-3175,298,9134.848,298,11992,423,3868,333,8339,3,88937455,320,-58260,298,
44,46,Ru,,,0.0,0.0,0+, ,11,3,S,11.0,3.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-13184,300,-27094,361,-3198.46,5,5840.895,4,14695,298,4777.92,5,8409.768,41,89930344.379,4003,-64883.792,3730,
44,47,Ru,,,0.0,0.0,(9/2+), ,8.0,4,S,8.0,0.4,EC+B+,100.0,0.0, , , , , , , , , , , ,-9670,298,-24611,300,-3779.93,4,7746.823,3,11427.35,4,4804.11,245,8442.928,24,90926741.532,2384,-68239.823,2221,
44,48,Ru,,,0.0,0.0,0+, ,3.65,5,M,219.0,3.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-11302.114,5153,-23803,298,-4039.57,5,4624.492,4,14132.70,4,5603.53,4,8504.773,30,91920234.375,2917,-74301.201,2718,
44,49,Ru,,,0.0,0.0,(9/2)+, ,59.7,6,S,59.7,0.6,EC+B+,100.0,0.0, , , , , , , , , , , ,-8204.913,3343,-22288.94,5,-4626.69,4,6389.393,23,10986.83,3,5579.99,4,8531.462,22,92917104.444,2216,-77216.713,2065,
44,50,Ru,,,0.0,0.0,0+, ,51.8,6,M,3108.0,36.0,EC,100.0, ,B++EC,100.0,0.0, , , , , , , , ,-9675.978,4615,-21643.11,4,-4836,5,1574.726,5,13438.20,4,6266.46,3,8583.661,33,93911342.863,3374,-82583.591,3143,
44,51,Ru,,,0.0,0.0,5/2+, ,1.643,13,H,5914.8,46.8,EC+B+,100.0,0.0, , , , , , , ,-0.861, , , ,-5117.138,10266,-18621.45,10,-3673.84,11,2563.596,11,8945.47,10,6588.40,10,8587.47,100,94910404.42,10200,-83457.745,9502,
44,52,Ru,4.3908,47,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-6392.654,10000,-15811.08,4,-1696.71,23,-258.738,5,10693.94,10,7348.00,5,8609.412,2,95907588.914,182,-86080.372,170,
44,53,Ru,,,0.0,0.0,5/2+, ,2.83,23,D,244512.0,19872.0,EC+B+,100.0,0.0, , , , , , , ,-0.787, , , ,-3523,35355,-14504.15,10,-1738.4,277,1103.872,5,8111.50,276,7587.89,6,8604.279,28,96907545.779,2965,-86120.552,2763,
44,54,Ru,4.4229,55,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-5049.653,10000,-13698.62,36,-2235.71,6,-1792.653,7,10175.62,7,8289.40,8,8620.313,66,97905286.713,6937,-88224.858,6463,
44,55,Ru,4.4338,42,0.0,0.0,5/2+, ,STABLE, , , , , , , , , , , , , , ,-0.641, ,0.079, ,-2044.081,6690,-12521.49,12,-2338.44,36,-297.519,971,7471.84,6,8482.15,3,8608.712,3,98905930.278,369,-87625.381,344,
44,56,Ru,4.4531,31,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-3636.262,18123,-11717.41,7,-2857.43,36,-3206.444,1394,9673.32,3,9188.50,95,8619.359,3,99904210.452,368,-89227.389,343,
44,57,Ru,4.4606,20,0.0,0.0,5/2+, ,STABLE, , , , , , , , , , , , , , ,-0.719, ,0.44, ,-545.697,5852,-10438.30,18,-2838.34,45,-1613.52,24,6802.04,24,9226.14,140,8601.365,4,100905573.075,445,-87958.114,415,
44,58,Ru,4.4809,18,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-2323.119,6396,-9765.34,6,-3415.38,45,-4533.559,9,9219.64,5,10050.81,24,8607.427,4,101904340.3,448,-89106.437,418,
44,59,Ru,,,0.0,0.0,3/2+, ,39.247,13,D,3390940.8,1123.2,B-,100.0,0.0, , , , , , , ,0.2, ,0.62, ,764.538,2260,-8555.17,6,-3721.99,50,-2663.304,10,6232.05,15,9983.26,9,8584.365,4,102906314.833,475,-87267.171,443,
44,60,Ru,4.5098,20,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1136.362,3364,-8135.32,3,-4327.6,249,-5592.266,25,8899.86,249,10780.81,9,8587.399,24,103905425.36,2681,-88095.710,2498,
44,61,Ru,,,0.0,0.0,3/2+, ,4.44,2,H,15984.0,72.0,B-,100.0,0.0, , , , , , , ,-0.32, , , ,1916.752,2851,-7046.46,3,-4839.46,250,-3644.402,35,5910.10,11,10720.02,25,8561.9,24,104907745.525,2682,-85934.490,2499,
44,62,Ru,,,0.0,0.0,0+, ,371.8,18,D,3.212352E7,155520.0,B-,100.0,0.0, , , , , , , , , , , ,39.404,212,-6543.30,6,-5182.08,10,-6547.0,13,8460.05,5,11322.11,36,8560.94,51,105907328.203,5787,-86323.223,5391,
44,63,Ru,,,0.0,0.0,(5/2)+, ,3.75,5,M,225.0,3.0,B-,100.0,0.0, , , , , , , , , , , ,3001.191,14847,-5571.20,10,-5326.76,13,-5112.598,12,5610.61,10,11375.26,15,8533.366,81,106909969.885,9310,-83862.512,8673,
44,64,Ru,,,0.0,0.0,0+, ,4.55,5,M,273.0,3.0,B-,100.0,0.0, , , , , , , , , , , ,1370.37,16469,-4868.96,15,-5736.3,12,-7738.572,12,7870.16,12,12200.41,12,8527.225,80,107910185.841,9318,-83661.350,8680,
44,65,Ru,,,0.0,0.0,(5/2+), ,34.5,10,S,34.5,1.0,B-,100.0,0.0, , , , , , , , , , , ,4261.054,9822,-3778.00,17,-5826.18,13,-6455.626,13,5148.37,12,12104.59,12,8496.227,82,108913323.756,9612,-80738.401,8954,
44,66,Ru,,,0.0,0.0,0+, ,12.04,17,S,12.04,0.17,B-,100.0,0.0, , , , , , , , , , , ,2756.11,19404,-3144.44,10,-6362.96,13,-9038.066,13,7405.49,12,13078.77,13,8486.311,81,109914038.548,9580,-80072.576,8924,
44,67,Ru,,,0.0,0.0,5/2+, ,2.12,7,S,2.12,0.07,B-,100.0,0.0, , , , , , , , , , , ,5519.181,11860,-2027.90,20,-6658.63,13,-7760.649,14,4784.01,13,13039.73,13,8452.957,87,110917567.616,10394,-76785.271,9682,
44,68,Ru,,,0.0,0.0,0+, ,1.75,7,S,1.75,0.07,B-,100.0,0.0, , , , , , , , , , , ,4100.685,45118,-1397.68,12,-7299.79,13,-10371.88,11,6916.86,13,13895.17,14,8439.242,86,111918806.972,10305,-75630.818,9599,
44,69,Ru,,,0.0,0.0,(1/2+), ,0.80,5,S,0.8,0.05,B-,100.0,0.0, , , , , , , , , , , ,6899.417,37558,-207.93,57,-7627.04,39,-9056.578,37,4308.62,38,13898.15,37,8402.688,326,112922846.396,39587,-71868.119,36875,
44,70,Ru,,,0.0,0.0,0+, ,0.54,3,S,0.54,0.03,B-,100.0,0.0, , , , , , , , , , , ,5488.813,71643,474.41,8,-8104.14,24,-11621.523,433,6425.01,37,14699.24,5,8385.34,31,113924613.78,3811,-70221.811,3550,
44,71,Ru,,,0.0,0.0,(3/2+), ,318,19,MS,0.318,0.019,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,8040.097,88790,1449.57,114,-8674.89,89,-9869.744,794,4039.24,89,14878.42,442,8347.547,770,114928942.393,95004,-66189.734,88496,
44,72,Ru,,,0.0,0.0,0+, ,204,6,MS,0.204,0.006,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,6667.213,73926,2089.61,8,-9030,196,-12612.909,298,5950.49,89,15037.89,789,8326.883,32,115931219.193,4000,-64068.909,3726,
44,73,Ru,,,0.0,0.0, , ,151,3,MS,0.151,0.003,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,9407.508,433236,3174.94,439,-9425,527,-11107.865,590,3492.27,433,15323,526,8285.562,3702,116936135,465000,-59489.865,433145,
44,74,Ru,,,0.0,0.0,0+, ,99,3,MS,0.099,0.003,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,7628,202,3566,200,-9878,359,-13470.0,448,5841,477,16167,448,8265,2,117938529,215,-57260,200,
44,75,Ru,,,0.0,0.0, , ,69.5,20,MS,0.0695,0.002,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,10259,298,4252,299,-10240,499,-12193.0,585,3376,359,16064,499,8224,3,118943570,320,-52564,298,
44,76,Ru,,,0.0,0.0,0+, ,45,2,MS,0.045,0.002,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,8803,446,4740,401,-10937,641,-14494.0,643,5519,499,16930,643,8201,3,119946310,430,-50012,401,
44,77,RU,,,0.0,0.0, , ,29,2,MS,0.029,0.002,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,11203,738,5696,446,-11302,641,-13267.0,641,3106,566,16818,643,8159,3,120951640,430,-45047,401,
44,78,RU,,,0.0,0.0,0+, ,25,1,MS,0.025,0.001,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,9930,583,6029,796,-11945,707,,,5174,641,17659,707,8135,4,121954750,537,-42150,500,
44,79,RU,,,0.0,0.0, , ,19,2,MS,0.019,0.002,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,12280,640,6929,583,,,,,3001,707,,,8093,4,122960193,537,-37080,500,
44,80,RU,,,0.0,0.0,0+, ,15,3,MS,0.015,0.003,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,10929,721,7328,721,,,,,4952,781,,,8068,5,123963542,644,-33960,600,
45,44,Rh,,,0.0,0.0, , , , , , , ,P,-1.0,0.0,ECP,-1.0,0.0,EC+B+,-1.0,0.0, , , , , ,,,,,-2436,538,12399.0,468,17072,538,-1190,200,8191,4,88950767,387,-45861,361,
45,45,Rh,,,0.0,0.0, ,GT,150, ,NS,1.5E-7,5.0E15, , , , , , , , , , , , , , ,-11990,500,,,-2554,424,13183.792,300,13910,469,728,423,8255,3,89944498,322,-51700,300,
45,46,Rh,,,0.0,0.0,(9/2+), ,1.47,22,S,1.47,0.22,EC+B+,100.0,0.0,B+P,1.3,0.5, , , , , , , , ,-12639,499,-26931,499,-3304,298,9669.823,298,14941,423,975,298,8328,3,90937123,320,-58570,298,
45,47,Rh,,,0.0,0.0,(GE6+), ,4.66,25,S,4.66,0.25,EC+B+,100.0,0.0,B+P,1.9, , , , , , , , , ,-8419,300,-25140,401,-3742.69,149,11302.114,5,12501,298,2048.23,5,8373.42,48,91932367.694,4700,-62999.087,4378,
45,48,Rh,,,0.0,0.0,(9/2+), ,12.2,7,S,12.2,0.7,EC+B+,100.0,0.0, , , , , , , , , , , ,-10011,301,-22503,300,-4041.87,5,8204.913,3,14084.03,5,1999.57,4,8434.825,28,92925912.781,2821,-69011.800,2629,
45,49,Rh,,,0.0,0.0,(4+), ,70.6,6,S,70.6,0.6,EC+B+,100.0,0.0,ECP,1.8,0.5, , , , , , , , ,-6805.345,5459,-21978,301,-4607.84,4,9675.978,5,11967.13,4,2979.87,4,8472.402,36,93921730.453,3627,-72907.613,3379,
45,50,Rh,,,0.0,0.0,9/2+, ,5.02,10,M,301.2,6.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-8374.706,4928,-20309.66,6,-4778.88,5,5117.139,10,13504.31,5,3045.99,5,8525.37,41,94915897.895,4171,-78340.606,3886,
45,51,Rh,,,0.0,0.0,6+, ,9.90,10,M,594.0,6.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-3504.312,10844,-17793.14,10,-3186.94,10,6392.654,10,9418.43,11,3518.94,14,8534.673,104,95914451.71,10737,-79687.718,10001,
45,52,Rh,,,0.0,0.0,9/2+, ,30.7,6,M,1842.0,36.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-4791.709,35792,-14485.46,36,-1416.36,35,3523.0,36,10981.15,37,3806.15,35,8559.894,366,96911327.876,38071,-82597.552,35463,
45,53,Rh,,,0.0,0.0,(2)+, ,8.72,12,M,523.2,7.2,EC+B+,100.0,0.0, , , , , , , , , , , ,-1854.229,12816,-13440.68,13,-1441.8,13,5049.653,14,8648.97,37,4343.62,12,8560.803,121,97910707.74,12782,-83175.205,11906,
45,54,Rh,,,0.0,0.0,1/2-, ,16.1,2,D,1391040.0,17280.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-3398.649,8007,-12331.64,8,-1984.88,8,2044.081,7,10477.41,14,4645.41,9,8580.163,68,98908124.69,7189,-85581.300,6697,
45,55,Rh,,,0.0,0.0,1-, ,20.8,1,H,74880.0,360.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-378.348,25289,-11479.79,19,-2194.41,19,3636.263,18,8081.14,19,5254.72,18,8575.172,181,99908114.141,19458,-85591.126,18125,
45,56,Rh,,,0.0,0.0,1/2-, ,3.3,3,Y,1.0414008E8,9467280.0,EC,100.0,0.0, , , , , , , , , , , ,-1980.284,3903,-10270.96,19,-2612.91,7,545.698,6,9892.61,19,5474.00,6,8588.216,58,100906158.905,6270,-87412.416,5841,
45,57,Rh,,,0.0,0.0,(1- 2-), ,207.3,17,D,1.791072E7,146880.0,EC+B+,78.0,5.0,B-,22.0,5.0, , , , ,0.45, , , ,1119.853,6406,-9422.50,8,-2776.03,7,2323.119,6,7442.22,9,6114.17,6,8576.981,63,101906834.27,6881,-86783.318,6410,
45,58,Rh,4.4945,23,0.0,0.0,1/2-, ,STABLE, , , , , , , , , , , , , , ,-0.0884, , , ,-574.519,2420,-8199.85,229,-3128.76,246,-764.537,2343,9319.71,7,6214.24,225,8584.192,22,102905494.068,2470,-88031.708,2301,
45,59,Rh,,,0.0,0.0,1+, ,42.3,4,S,42.3,0.4,B-,99.55,0.1,EC+B+,0.45,0.1, , , , , , , , ,2435.758,2660,-7573.48,242,-3363.32,266,1136.362,3,6998.96,8,6981.15,225,8568.949,22,103906645.295,2472,-86959.348,2303,
45,60,Rh,,,0.0,0.0,7/2+, ,35.36,6,H,127296.0,216.0,B-,100.0,0.0, , , , , , , ,4.452, , , ,566.646,2346,-6527.45,245,-3931.56,24,-1916.753,4,8963.21,3,7044.50,285,8572.704,24,104905687.806,2685,-87851.243,2502,
45,61,Rh,,,0.0,0.0,1+, ,30.07,35,S,30.07,0.35,B-,100.0,0.0, , , , , , , ,2.575, , , ,3544.901,5335,-6016.06,5,-4214.66,10,-39.404,8,6582.70,6,7717.11,5,8553.931,51,105907285.901,5785,-86362.627,5390,
45,62,Rh,,,0.0,0.0,7/2+, ,21.7,4,M,1302.0,24.0,B-,100.0,0.0, , , , , , , , , , , ,1508.936,12111,-5027.49,12,-4684.75,16,-3001.191,15,8572.39,13,7829.45,13,8554.103,113,106906747.974,12937,-86863.703,12051,
45,63,Rh,,,0.0,0.0,1+, ,16.8,5,S,16.8,0.5,B-,100.0,0.0, , , , , , , , , , , ,4492.486,14039,-4730.40,14,-4953.19,29,-1370.371,16,6239.34,18,8458.18,16,8532.67,130,107908714.688,15024,-85031.721,13996,
45,64,Rh,,,0.0,0.0,7/2+, ,80,2,S,80.0,2.0,B-,100.0,0.0, , , , , , , , , , , ,2607.021,4187,-3546.57,4,-5134.28,35,-4261.054,10,8039.05,15,8627.08,10,8528.142,37,108908749.326,4336,-84999.455,4038,
45,65,Rh,,,0.0,0.0,(1+), ,3.35,12,S,3.35,0.12,B-,100.0,0.0, , , , , , , , , , , ,5502.218,17797,-3293.53,18,-5477.38,22,-2756.11,20,5900.55,18,9379.26,20,8504.254,162,109911079.742,19114,-82828.686,17805,
45,66,Rh,,,0.0,0.0,(7/2+), ,11,1,S,11.0,1.0,B-,100.0,0.0, , , , , , , , , , , ,3681.435,6887,-2044.86,7,-5979.45,11,-5519.181,12,7547.08,19,9520.85,11,8495.631,62,110911642.531,7354,-82304.452,6850,
45,67,Rh,,,0.0,0.0,(1+), ,3.6,3,S,3.6,0.3,B-,100.0,0.0, , , , , , , , , , , ,6590.059,43927,-1816.93,44,-6233.64,45,-4100.685,45,5498.37,45,10235.20,45,8468.87,394,111914404.705,47327,-79731.503,44085,
45,68,Rh,,,0.0,0.0,(7/2+), ,2.80,12,S,2.8,0.12,B-,100.0,0.0, , , , , , , , , , , ,4823.555,9881,-517.29,10,-6909.68,12,-6899.417,38,7107.35,45,10425.69,12,8456.821,63,112915439.567,7653,-78767.536,7130,
45,69,Rh,,,0.0,0.0,1+, ,1.85,5,S,1.85,0.05,B-,100.0,0.0, , , , , , , , , , , ,7780.319,71891,-190.85,72,-7101.03,72,-5488.814,72,5014.41,72,11131.48,81,8426.624,628,113918721.296,76824,-75710.625,71561,
45,70,Rh,,,0.0,0.0,(7/2+), ,0.99,5,S,0.99,0.05,B-,100.0,0.0, , , , , , , , , , , ,6196.554,15350,1189.80,10,-7630.12,13,-8040.097,89,6590.52,72,11296.99,8,8410.658,64,114920310.993,7854,-74229.831,7316,
45,71,Rh,,,0.0,0.0,1+, ,0.68,6,S,0.68,0.06,B-,100.0,0.0, , , , , , , , , , , ,9095.512,74169,1618.95,75,-7902.1,74,-6667.213,74,4577.61,74,11835.36,115,8377.615,636,115924061.645,79261,-70736.122,73832,
45,72,Rh,,,0.0,0.0,(7/2+), ,0.44,4,S,0.44,0.04,B-,100.0,0.0, , , , , , , , , , , ,7527.104,11411,2862.94,11,-8510.75,10,-9407.508,433,6232.57,74,12117.43,10,8359.281,76,116926035.623,9546,-68897.373,8892,
45,73,Rh,,,0.0,0.0, , ,266,+22-21,MS,0.266,0.022,B-,100.0,0.0,B-N,3.1,1.4, , , , , , , , ,10501.286,24342,3465.70,25,-8712.09,434,-7627.46,201,4061.40,26,12686.57,434,8322.858,205,117930340.443,26017,-64887.460,24235,
45,74,Rh,,,0.0,0.0,(7/2+), ,171,18,MS,0.171,0.018,B-,100.0,0.0,B-N,6.4,1.6, , , , , , , , ,8585.108,12440,4494.63,10,-8927.72,790,-10258.794,298,6006.65,26,12852,200,8303.394,78,118932556.952,10000,-62822.794,9315,
45,75,Rh,,,0.0,0.0, , ,136,+14-13,MS,0.136,0.014,B-,100.0,0.0,B-N,5.4,0.0,B-2N,-1.0,0.0, , , , , ,11466,196,4522,196,-9784,357,-8803.0,446,4063,196,13539,357,8268,2,119936860,210,-58815,196,
45,76,Rh,,,0.0,0.0, , ,151,+67-58,MS,0.151,0.063,B-,100.0,0.0,B-N,-1.0,0.0, , , , , , , , ,9932.201,619453,5958.60,619,-10293,738,-11203.128,738,5507,650,13527,738,8245.239,5119,120939613,665000,-56250.128,619444,
45,77,Rh,,,0.0,0.0, ,GT,300, ,NS,3.0E-7,5.0E15,B-2N,-1.0,0.0,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , ,12536,301,6031,300,-10715,500,-9930.0,583,3901,688,14322,500,8210,2,121944090,322,-52080,300,
45,78,RH,,,0.0,0.0, , ,42,4,MS,0.042,0.004,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,11070,885,7185,400,-11414,642,-12280.0,640,5351,500,14499,640,8186,3,122947010,429,-49360,400,
45,79,RH,,,0.0,0.0, , ,30,2,MS,0.03,0.002,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,13500,499,7469,885,-11797,642,-10930.0,721,3601,565,15099,640,8149,3,123951809,429,-44890,400,
45,80,RH,,,0.0,0.0, , ,26.5,20,MS,0.0265,0.002,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,12120,640,8318,582,-12645,707,,,5182,640,15329,781,8126,4,124954911,537,-42000,500,
45,81,RH,,,0.0,0.0, , ,19,3,MS,0.019,0.003,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,14560,640,8749,640,,,,,3371,707,,,8088,4,125959957,537,-37300,500,
45,82,Rh,,,0.0,0.0, , ,20,+20-7,MS,0.02,0.014,B-,100.0,0.0,B-2N,-1.0,0.0,B-N,-1.0,0.0, , , , , ,13150,781,9758,721,,,,,4802,781,,,8062,5,126963467,644,-34030,600,
46,45,Pd,,,0.0,0.0, , , , , , , ,EC+B+,100.0,0.0, , , , , , , , , , , ,,,,,-2835,566,12640.0,500,14292,566,1519,500,8181,4,90950692,430,-45930,401,
46,46,Pd,,,0.0,0.0,0+, ,1.0,+3-2,S,1.0,0.3,EC+B+,100.0,0.0, , , , , , , , , , , ,-17450,583,,,-2665,424,8419.087,300,16721,500,3299,423,8273,3,91941406,322,-54580,300,
46,47,Pd,,,0.0,0.0,(9/2+), ,1.00,9,S,1.0,0.09,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-12734,501,-29942,584,-3166,423,10010.8,300,12492,425,3291,301,8319,3,92936660,323,-59001,300,
46,48,Pd,,,0.0,0.0,0+, ,9.0,5,S,9.0,0.5,EC+B+,100.0,0.0, , , , , , , , , , , ,-13693,400,-27906,401,-3643.39,6,6805.345,5,15173,300,4379.44,5,8391.682,46,93929036.292,4602,-66102.268,4287,
46,49,Pd,,,0.0,0.0,(9/2+), ,5,3,S,5.0,3.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-10369,298,-25628,400,-4150.99,4,8374.706,5,11934.95,5,4347.26,5,8428.98,32,94924888.512,3253,-69965.900,3031,
46,50,Pd,,,0.0,0.0,0+, ,122,2,S,122.0,2.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-11671.771,90181,-24658,298,-4307.12,5,3504.312,11,14288.82,5,5131.77,6,8490.02,44,95918213.744,4502,-76183.406,4194,
46,51,Pd,,,0.0,0.0,(5/2+), ,3.10,9,M,186.0,5.4,EC+B+,100.0,0.0, , , , , , , , , , , ,-6980,110000,-21365.52,90,-3014.05,5,4791.709,36,9693.75,6,5407.09,11,8502.43,50,96916471.987,5200,-77805.843,4844,
46,52,Pd,,,0.0,0.0,0+, ,17.7,3,M,1062.0,18.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-8254.56,33098,-18566.45,110,-1162.3,6,1854.23,13,11586.45,7,6012.39,36,8533.899,48,97912698.337,5090,-81320.975,4742,
46,53,Pd,,,0.0,0.0,(5/2)+, ,21.4,2,M,1284.0,12.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-5470.178,8004,-17187.55,33,-1149.82,11,3398.649,8,8932.99,7,6296.42,13,8537.93,50,98911773.29,5347,-82182.651,4981,
46,54,Pd,,,0.0,0.0,0+, ,3.63,9,D,313632.0,7776.0,EC,100.0,0.0, , , , , , , , , , , ,-7074.819,18333,-16571.62,19,-1557.32,18,378.348,25,11101.44,18,6920.45,19,8563.566,176,99908520.315,18935,-85212.778,17638,
46,55,Pd,,,0.0,0.0,5/2+, ,8.47,6,H,30492.0,216.0,EC+B+,100.0,0.0, , , , , , , ,-0.66, , , ,-4097.759,6668,-15365.49,7,-1736.5,5,1980.284,7,8290.67,18,7129.98,19,8560.864,45,100908284.828,4925,-85432.132,4588,
46,56,Pd,4.4827,44,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-5656.48,8189,-14640.11,5,-2103.23,6,-1119.853,6,10542.36,5,7779.73,6,8580.29,5,101905632.058,594,-87903.171,554,
46,57,Pd,,,0.0,0.0,5/2+, ,16.991,19,D,1468022.4,1641.6,EC,100.0,0.0, , , , , , , , , , , ,-2654.498,4207,-13281.82,8,-2256.72,89,574.519,2489,7625.34,77,7962.84,6,8571.019,9,102906110.84,1018,-87457.189,950,
