Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
58,89,Ce,,,0.0,0.0,(5/2-), ,56.4,10,S,56.4,1.0,B-,100.0,0.0, , , , , , , , , , , ,3430.176,15533,-3404.20,36,-501.61,11,-5335.501,14,4449.82,18,10252.58,35,8252.527,58,146922689.903,9211,-72013.891,8580,
58,90,Ce,4.9893,35,0.0,0.0,0+, ,56.8,3,S,56.8,0.3,B-,100.0,0.0, , , , , , , , , , , ,2137.016,12567,-3025.66,19,-1056.2,13,-7689.673,22,6455.83,14,11008.99,15,8240.387,76,147924424.196,12018,-70398.408,11195,
58,91,Ce,,,0.0,0.0,(3/2-), ,5.3,2,S,5.3,0.2,B-,100.0,0.0, , , , , , , , , , , ,4369.452,14230,-2205.81,18,-1578.65,13,-6450.0,201,4342.82,15,11250.15,22,8214.229,69,148928426.9,11000,-66669.913,10246,
58,92,Ce,,,0.0,0.0,0+, ,4.0,6,S,4.0,0.6,B-,100.0,0.0, , , , , , , , , , , ,3453.625,14291,-1878.81,15,-2324.68,24,-8716.888,436,6248.26,16,11915.91,201,8201.122,78,149930384.035,12556,-64846.854,11697,
58,93,Ce,,,0.0,0.0,(5/2+), ,1.76,6,S,1.76,0.06,B-,100.0,0.0, , , , , , , , , , , ,5554.578,21189,-995.89,20,-3385.94,27,-7914.719,436,4449.51,21,12384.06,436,8176.277,117,150934272.2,19000,-61225.052,17698,
58,94,Ce,,,0.0,0.0,0+, ,1.4,2,S,1.4,0.2,B-,100.0,0.0, , , , , , , , , , , ,4778,201,-272,201,-3812,210,-9690.0,361,5827,201,12959,479,8161,1,151936682,215,-58980,200,
58,95,Ce,,,0.0,0.0, ,GT,100, ,NS,1.0E-7,5.0E15, , , , , , , , , , , , , , ,6659,201,777,201,-4214,481,-8850.0,361,4001,283,12909,361,8134,1,152941052,215,-54910,200,
58,96,Ce,,,0.0,0.0, ,GT,100, ,NS,1.0E-7,5.0E15,B-,100.0,0.0, , , , , , , , , , , ,5885,230,1278,201,-4744,361,-10690.0,361,5381,283,13449,361,8116,1,153943940,215,-52220,200,
58,97,Ce,,,0.0,0.0, ,GT,300, ,NS,3.0E-7,5.0E15, , , , , , , , , , , , , , ,7635,300,2254,321,-5265,500,-9850.0,500,3632,361,13539,424,8087,2,154948706,322,-47780,300,
59,62,Pr,,,0.0,0.0,(3/2), ,10,+6-3,MS,0.01,0.005,P,100.0,0.0, , , , , , , , , , , ,,,,,2624,539,11268.0,641,,,-889.60,10,8032,4,120955532,537,-41422,500,
59,65,Pr,,,0.0,0.0, , ,1.2,2,S,1.2,0.2,EC+B+,100.0,0.0,ECP,0.0,0.0, , , , , , , , ,-8626,643,,,1994,500,11765.0,500,10992,566,154,499,8128,3,123942940,430,-53151,401,
59,66,Pr,,,0.0,0.0, , ,3.3,7,S,3.3,0.7,EC+B+,100.0,0.0,B+P,-1.0,0.0, , , , , , , , ,-10341,500,-21486,586,1825,424,8718.0,358,12860,500,313,423,8166,2,124937799,322,-57940,300,
59,67,Pr,,,0.0,0.0,GE 4, ,3.14,22,S,3.14,0.22,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-7331,357,-20796,446,1795,357,10496.558,198,10455,358,955,277,8184,2,125935240,210,-60324,196,
59,68,Pr,,,0.0,0.0, , ,4.2,3,S,4.2,0.3,EC+B+,100.0,0.0, , , , , , , , , , , ,-9008,357,-19622,357,1683,277,7436.336,198,12291,277,1012,198,8216,2,126930710,210,-64543,196,
59,69,Pr,,,0.0,0.0,4 5 6, ,2.84,9,S,2.84,0.09,EC+B+,100.0,0.0, , , , , , , , , , , ,-6017,198,-18866,300,1502.94,64,9203.16,41,9859,198,1640.39,42,8228.913,233,127928791,32000,-66330.757,29808,
59,70,Pr,,,0.0,0.0,(3/2+), ,30,4,S,30.0,4.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-7459,204,-17531,198,1561.01,40,6513.938,41,11514.12,42,1528.61,41,8254.38,231,128925095,32000,-69773.558,29808,
59,71,Pr,,,0.0,0.0,(5+), ,40.0,4,S,40.0,0.4,EC+B+,100.0,0.0, , , , , , , , , , , ,-4579.225,70085,-16932,212,1373.1,111,8247.448,70,9473.22,71,2176.93,70,8263.756,494,129923590,69000,-71175.457,64272,
59,72,Pr,,,0.0,0.0,(3/2+), ,1.51,2,M,90.6,1.2,EC+B+,100.0,0.0, , , , , , , , , , , ,-6532.623,53081,-15775.74,55,1170.54,54,5407.784,57,11196.52,80,2166.72,55,8286.143,359,130920234.96,50451,-74300.656,46995,
59,73,Pr,,,0.0,0.0,(2)+, ,1.6,3,M,96.0,18.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-3801.648,37679,-15530.74,40,973.06,62,7243.44,35,8998.12,55,2807.99,44,8291.537,219,131919240,31000,-75227.456,28876,
59,74,Pr,,,0.0,0.0,(3/2+), ,6.5,3,M,390.0,18.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-5605.208,48222,-14583.09,27,962.08,25,4480.633,21,10781.44,31,2755.66,24,8310.258,94,132916330.561,13416,-77937.581,12497,
59,75,Pr,,,0.0,0.0,2-, ,17,2,M,1020.0,120.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-2881.559,23503,-14266.94,51,674.46,33,6304.898,29,8661.73,24,3398.75,26,8312.881,152,133915696.729,21810,-78527.991,20316,
59,76,Pr,,,0.0,0.0,3/2(+), ,24,1,M,1440.0,60.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-4722.252,22484,-13360.75,17,408.48,30,3680.31,16,10479.19,24,3391.94,24,8328.928,88,134913111.774,12686,-80935.861,11817,
59,77,Pr,,,0.0,0.0,2+, ,13.1,1,M,786.0,6.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-2141.068,16458,-13198.06,22,-41.62,38,5168.017,11,8475.81,16,4013.15,15,8330.008,84,135912677.532,12297,-81340.355,11455,
59,78,Pr,,,0.0,0.0,5/2+, ,1.28,3,H,4608.0,108.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-3617.126,14282,-12073.72,14,-132.23,29,2716.895,8,9932.65,14,3982.29,8,8341.706,59,136910679.304,8735,-83201.693,8137,
59,79,Pr,,,0.0,0.0,1+, ,1.45,5,M,87.0,3.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-1115.612,16090,-11620.67,16,-340.19,23,4437.0,12,8003.55,14,4504.30,11,8339.255,81,137910752.059,11969,-83133.922,11150,
59,80,Pr,,,0.0,0.0,5/2+, ,4.41,4,H,15876.0,144.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-2804.856,28033,-10871.81,14,-600.4,12,2129.064,11,9756.19,13,4536.85,9,8349.449,56,138908943.27,8383,-84818.798,7809,
59,81,Pr,,,0.0,0.0,1+, ,3.39,1,M,203.4,0.6,EC+B+,100.0,0.0, , , , , , , , , , , ,-429.177,7101,-10745.46,28,-1075.53,54,3388.0,6,7940.61,10,5029.20,9,8346.529,44,139909083.592,6665,-84688.089,6209,
59,82,Pr,4.8919,50,0.0,0.0,5/2+, ,STABLE, , , , , , , , , , , , , , ,4.2754, ,-0.077, ,-1823.014,2809,-9828.05,4,-1299.87,234,-582.728,2307,9398.87,6,5228.53,120,8353.992,12,140907658.403,1787,-86015.644,1665,
59,83,Pr,,,0.0,0.0,2-, ,19.12,4,H,68832.0,144.0,B-,99.9836,8.0E-4,EC,0.0164,8.0E-4, , , , ,0.234, ,0.03, ,2162.505,1416,-7666.16,281,306.79,3,745.712,3,5843.15,8,5643.53,120,8336.31,12,141910050.44,1786,-83787.476,1665,
59,84,Pr,,,0.0,0.0,7/2+, ,13.57,2,D,1172448.0,1728.0,B-,100.0,0.0, , , , , , , ,2.701, ,0.77, ,933.988,1368,-5189.58,137,1733.05,248,-1461.575,3,7352.09,192,5824.03,187,8329.428,13,142910822.564,2037,-83068.246,1897,
59,85,Pr,,,0.0,0.0,0-, ,17.28,5,M,1036.8,3.0,B-,100.0,0.0, , , , , , , , , , , ,2997.44,2400,-4819.60,240,1140.44,3,-318.647,4,5753.59,276,6432.82,3,8311.54,19,143913310.75,2965,-80750.517,2762,
59,86,Pr,,,0.0,0.0,7/2+, ,5.984,10,H,21542.4,36.0,B-,100.0,0.0, , , , , , , , , , , ,1806.012,7037,-3949.30,7,880.78,8,-2558.918,35,6946.74,7,6483.04,7,8302.127,49,144914518.033,7696,-79625.940,7169,
59,87,Pr,,,0.0,0.0,(2-), ,24.09,10,M,1445.4,6.0,B-,100.0,0.0, , , , , , , , , , , ,4244.861,34830,-3320.37,35,918.31,35,-1045.617,38,5126.38,36,6902.95,49,8280.376,238,145917679.549,37376,-76681.006,34816,
59,88,Pr,,,0.0,0.0,(5/2+), ,13.4,3,M,804.0,18.0,B-,100.0,0.0, , , , , , , , , , , ,2702.681,15860,-2589.52,16,302.53,17,-3430.176,18,6834.38,38,7097.65,23,8270.539,108,146919007.458,17023,-75444.067,15857,
59,89,Pr,,,0.0,0.0,1-, ,2.29,2,M,137.4,1.2,B-,100.0,0.0, , , , , , , , , , , ,4872.572,15090,-2459.99,15,-110.69,20,-2137.016,19,5162.67,22,7810.50,17,8249.54,102,147922130.015,16148,-72535.424,15043,
59,90,Pr,,,0.0,0.0,(5/2+), ,2.26,7,M,135.6,4.2,B-,100.0,0.0, , , , , , , , , , , ,3336.1,10101,-1702.69,10,-628.96,16,-4369.453,14,6575.26,18,7929.93,15,8238.303,66,148923736.1,10600,-71039.366,9874,
59,91,Pr,,,0.0,0.0,(1-), ,6.19,16,S,6.19,0.16,B-,100.0,0.0, , , , , , , , , , , ,5379.276,9085,-1996.33,9,-1675.11,35,-3453.625,15,5332.43,13,8919.54,14,8218.931,60,149926676.415,9678,-68300.479,9015,
59,92,Pr,,,0.0,0.0,(3/2-), ,18.90,7,S,18.9,0.07,B-,100.0,0.0, , , , , , , , , , , ,4163.358,11689,-1171.19,12,-2526.16,16,-5554.578,21,6550.47,15,9221.75,17,8207.881,77,150928309.114,12507,-66779.630,11651,
59,93,Pr,,,0.0,0.0,(4+), ,3.57,18,S,3.57,0.18,B-,100.0,0.0, , , , , , , , , , , ,6391.344,30710,-886.39,19,-3474.24,27,-4778.063,201,5049.75,22,9821.98,26,8187.104,122,151931552.9,19900,-63758.063,18537,
59,94,Pr,,,0.0,0.0, , ,4.28,11,S,4.28,0.11,B-,100.0,0.0, , , , , , , , , , , ,5761.834,12190,509.63,27,-3773.47,201,-6658.463,200,5881.72,22,9877,201,8172.036,78,152933903.532,12755,-61568.463,11882,
59,95,Pr,,,0.0,0.0,(3+), ,2.3,1,S,2.3,0.1,B-,100.0,0.0, , , , , , , , , , , ,7720,100000,1154.00,113,-4399.93,450,-5884.976,230,4607.83,114,10484,230,8148.892,734,153937621.738,121320,-58104.976,113009,
59,96,Pr,,,0.0,0.0, ,GT,300, ,NS,3.0E-7,5.0E15, , , , , , , , , , , , , , ,6868.456,19472,2338.39,55,-4529.85,436,-7635.268,300,5381.61,114,10485,201,8131.039,111,154940509.259,18462,-55415.268,17198,
60,65,Nd,,,0.0,0.0,(5/2), ,0.65,15,S,0.65,0.15,EC+B+,100.0,0.0,ECP,0.0,0.0, , , , , , , , ,,,,,2666,566,10341.0,501,11145,643,1737,566,8077,3,124948900,430,-47599,401,
60,66,Nd,,,0.0,0.0,0+, , , , , , ,EC+B+,-1.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-13643,582,,,2456,499,7331.0,357,13465,499,2342,423,8119,2,125943110,320,-52993,298,
60,67,Nd,,,0.0,-1.0, , ,1.8,4,S,1.8,0.4,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-10749,499,-24257,582,2326,422,9007.0,357,10614,422,2501,357,8139,2,126940380,320,-55536,298,
60,68,Nd,,,0.0,0.0,0+, ,5, ,S,5.0,0.0,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-12529,357,-23599,446,2177,357,6016.757,198,12850,357,3060,277,8176,2,127935250,210,-60314,196,
60,69,Nd,,,0.0,0.0,(5/2+), ,6.7,4,S,6.7,0.4,EC+B+,100.0,0.0,ECP,0.0,0.0, , , , , , , , ,-9434,360,-22601,360,1918,281,7458.558,204,10072,281,3273,204,8190,2,128933102,217,-62315,202,
60,70,Nd,,,0.0,0.0,0+, ,13,3,S,13.0,3.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-11200,198,-21787,299,1799.41,40,4579.225,70,12353,204,4111.64,41,8222.513,215,129928506,30000,-66596.232,27945,
60,71,Nd,,,0.0,0.0,(5/2+), ,25.4,9,S,25.4,0.9,EC+B+,100.0,0.0,ECP,0.0,0.0, , , , , , , , ,-8108,202,-20443,198,1786.39,40,6532.623,54,9243.12,39,3881.55,70,8230.304,210,130927248.02,29541,-67768.033,27517,
60,72,Nd,4.9174,26,0.0,0.0,0+, ,94,8,S,94.0,8.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-9798,151,-19837,202,1683.19,37,3801.649,38,11729.09,37,4414.12,53,8256.81,183,131923321.237,25985,-71425.807,24205,
60,73,Nd,,,0.0,0.0,(7/2+), ,70,10,S,70.0,10.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-6924.726,68552,-18776,156,1530.21,54,5605.209,48,8977.88,52,4393.89,55,8262.231,350,132922348,50000,-72332.372,46575,
60,74,Nd,4.9128,26,0.0,0.0,0+, ,8.5,15,M,510.0,90.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-8907.681,58949,-18310.10,52,1351.56,30,2881.559,24,11385.38,48,4997.82,17,8285.538,88,133918790.21,12686,-75646.432,11817,
60,75,Nd,4.9086,26,0.0,0.0,9/2(-), ,12.4,6,M,744.0,36.0,EC+B+,100.0,0.0, , , , , , , ,-0.78, ,1.9, ,-6161.534,77838,-17546.18,61,1069.91,38,4722.252,22,8638.49,22,4974.59,28,8288.153,142,134918181.32,20534,-76213.609,19128,
60,76,Nd,4.9111,26,0.0,0.0,0+, ,50.65,33,M,3039.0,19.8,EC+B+,100.0,0.0, , , , , , , , , , , ,-8029.371,70076,-17218.53,76,846.69,24,2141.068,16,11056.99,22,5552.40,17,8308.512,87,135914976.064,12686,-79199.287,11817,
60,77,Nd,4.9080,26,0.0,0.0,1/2+, ,38.5,15,M,2310.0,90.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-5511.719,17545,-16485.97,70,408.73,20,3617.126,14,8456.60,17,5533.18,16,8309.593,86,136914562.448,12600,-79584.567,11737,
60,78,Nd,4.9123,26,0.0,0.0,0+, ,5.04,9,H,18144.0,324.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-7077.827,28756,-16016.78,17,389.66,23,1115.612,16,10505.06,17,6105.59,14,8325.502,84,137911949.717,12454,-82018.310,11601,
60,79,Nd,4.9076,25,0.0,0.0,3/2+, ,29.7,5,M,1782.0,30.0,EC+B+,100.0,0.0, , , , , , , ,0.907, ,0.28, ,-4513.46,25927,-15144.78,39,177.31,29,2804.856,29,8066.95,30,6168.99,30,8323.642,199,138911954.407,29630,-82013.942,27600,
60,80,Nd,4.9101,26,0.0,0.0,0+, ,3.37,2,D,291168.0,1728.0,EC,100.0,0.0, , , , , , , , , , , ,-6045.2,24000,-14829.75,14,-175.46,3,429.177,7,10316.29,28,6729.08,9,8337.875,25,139909544.332,3700,-84258.912,3447,
60,81,Nd,4.9057,26,0.0,0.0,3/2+, ,2.49,3,H,8964.0,108.0,EC+B+,100.0,0.0, , , , , , , ,1.012, ,0.32, ,-3669.709,14349,-14050.24,24,-698.96,3,1823.014,4,8005.04,5,6793.51,7,8335.515,23,140909615.488,3505,-84192.630,3265,
60,82,Nd,4.9123,25,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-4807.936,23629,-13498.38,14,-803.97,5,-2162.504,2155,9828.67,3,7223.31,142,8346.03,10,141907728.895,1468,-85949.980,1368,
60,83,Nd,4.9254,26,0.0,0.0,7/2-, ,STABLE, , , , , , , , , , , , , , ,-1.065, ,-0.61, ,-1041.583,2682,-10931.51,24,520.71,7,-933.988,2338,6123.57,7,7503.73,142,8330.488,10,142909819.887,1467,-84002.234,1367,
60,84,Nd,4.9421,27,0.0,0.0,0+, ,2.29E+15,16,Y,7.2266904E22,5.049216E21,A,100.0,0.0, , , , , , , , , , , ,-2331.863,2646,-8858.62,268,1903.22,158,-2997.44,3,7817.04,5,7968.68,137,8326.922,9,143910092.865,1467,-83747.957,1367,
60,85,Nd,4.9535,28,0.0,0.0,7/2-, ,STABLE, , , , , , , , , , , , , , ,-0.656, ,-0.314, ,-164.478,2536,-8087.18,266,1576.05,159,-1806.011,7,5755.31,23,7970.41,241,8309.187,10,144912579.199,1485,-81431.951,1384,
60,86,Nd,4.9696,30,0.0,0.0,0+, ,STABLE, , , , , , , , , , , , , , , , , , ,-1471.558,4119,-7729.71,254,1182.41,221,-4244.861,35,7565.23,9,8588.90,7,8304.092,9,145913122.503,1488,-80925.867,1386,
60,87,Nd,,,0.0,0.0,5/2-, ,10.98,1,D,948672.0,864.0,B-,100.0,0.0, , , , , , , ,0.578, ,0.9, ,895.512,482,-6763.76,4,1035.01,222,-2702.681,16,5292.20,9,8754.71,35,8283.603,9,146916106.01,1490,-78146.748,1388,
60,88,Nd,4.9999,36,0.0,0.0,0+, ,STABLE, , , , ,2B-, , , , , , , , , , , , , ,-542.28,5874,-6437.05,171,598.96,3,-4872.572,15,7332.56,166,9252.90,16,8277.177,14,147916899.093,2283,-77407.996,2127,
60,89,Nd,,,0.0,0.0,5/2-, ,1.728,1,H,6220.8,3.6,B-,100.0,0.0, , , , , , , ,0.351, ,1.3, ,1688.79,2455,-5581.07,6,266.64,34,-3336.1,10,5038.79,7,9129.01,15,8255.442,14,148920154.648,2284,-74375.466,2128,
60,90,Nd,5.0400,44,0.0,0.0,0+, ,0.91E19,7,Y,2.8717416E26,2.209032E25,2B-,100.0,0.0, , , , , , , , , , , ,-82.616,20001,-5686.82,192,-469.28,16,-5379.276,9,7375.61,187,9929.36,10,8249.577,9,149920901.525,1384,-73679.755,1289,
60,91,Nd,,,0.0,0.0,3/2+, ,12.44,7,M,746.4,4.2,B-,100.0,0.0, , , , , , , , , , , ,2443.075,4473,-5417.17,20,-1354.01,9,-4163.358,12,5334.55,10,9931.48,9,8230.272,9,150923839.565,1387,-70942.988,1293,
60,92,Nd,,,0.0,0.0,0+, ,11.4,2,M,684.0,12.0,B-,100.0,0.0, , , , , , , , , , , ,1104.778,18501,-4834.66,25,-2175.92,27,-6391.344,31,7277.74,24,10658.75,27,8224.005,161,151924691.509,26285,-70149.407,24485,
60,93,Nd,,,0.0,0.0,(3/2)-, ,31.6,10,S,31.6,1.0,B-,100.0,0.0, , , , , , , , , , , ,3317.527,9355,-4147.43,26,-3085.3,11,-5761.834,12,5252.21,25,10861.20,19,8204.582,18,152927717.949,2948,-67330.297,2747,
60,94,Nd,,,0.0,0.0,0+, ,25.9,2,S,25.9,0.2,B-,100.0,0.0, , , , , , , , , , , ,2687,25000,-3248.47,53,-3403.04,54,-7720.0,125,6566.00,53,11545.48,54,8193.942,342,153929333.977,56513,-65824.976,52642,
60,95,Nd,,,0.0,0.0, , ,8.9,2,S,8.9,0.2,B-,100.0,0.0, , , , , , , , , , , ,4656.207,10278,-1843.06,47,-3483.59,20,-6868.456,19,4530.06,53,11467.72,113,8170.304,59,154933135.668,9826,-62283.724,9153,
60,96,Nd,,,0.0,0.0,0+, ,5.26,20,S,5.26,0.2,B-,100.0,0.0, , , , , , , , , , , ,3690,200000,-1605.03,200,-3918,283,-8905.644,283,6261.24,200,12347.35,201,8158.066,1282,155935078.868,214744,-60473.644,200033,
60,97,Nd,,,0.0,0.0, ,GT,100, ,MS,0.1,5.0E21,B-,-1.0,0.0, , , , , , , , , , , ,5835.5,25877,-369.22,25,-3977,202,-7921.543,301,4059.22,202,12183,202,8131.959,159,156939386.037,26750,-56461.543,24918,
60,98,Nd,,,0.0,0.0,0+,GT,160, ,NS,1.6E-7,5.0E15,B-,-1.0,0.0, , , , , , , , , , , ,5035,201,171,200,-4260,283,-9725.0,361,5664,202,12803,361,8116,1,157941970,215,-54055,200,
60,99,Nd,,,0.0,0.0, ,GT,160, ,NS,1.6E-7,5.0E15,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , , , , ,6747,300,1211,300,-4452,424,-8719.0,500,3824,361,12766,424,8089,2,158946530,322,-49807,300,
60,100,Nd,,,0.0,0.0,0+,GT,160, ,NS,1.6E-7,5.0E15,B-N,-1.0,0.0,B-,-1.0,0.0, , , , , , , , ,5868,361,1349,300,-4739,424,-10614.0,500,5398,424,13334,500,8073,2,159949400,322,-47134,300,
61,67,Pm,,,0.0,0.0,5 6 7, ,1.0,3,S,1.0,0.3,EC,100.0,0.0,A,-1.0,0.0,ECP,-1.0,0.0, , , , , ,-9116,582,,,2940,499,12528.0,357,11071,499,-461,422,8072,2,127948700,320,-47786,298,
61,68,PM,,,0.0,0.0,(5/2-), ,2.4,9,S,2.4,0.9,EC+B+,100.0,0.0,P,-1.0,0.0,ECP,-1.0,0.0, , , , , ,-10881,582,-22282,582,2634,423,9434.0,360,13167,422,-144,357,8111,2,128943230,320,-52881,298,
61,69,Pm,,,0.0,0.0,(4 5 6), ,2.6,2,S,2.6,0.2,EC+B+,100.0,0.0,ECP,-1.0,0.0, , , , , , , , ,-7890,446,-21467,537,2503,277,11200.232,198,10586,357,370,281,8130,2,129940530,210,-55396,196,
61,70,Pm,,,0.0,0.0,(11/2-), ,6.3,8,S,6.3,0.8,EC+B+,100.0,0.0, , , , , , , , , , , ,-9527,448,-20225,448,2458,280,8108.033,202,12336,280,353,202,8162,2,130935952,215,-59660,200,
61,71,Pm,,,0.0,0.0,(3+), ,6.2,6,S,6.2,0.6,EC+B+,100.0,0.0,ECP,5.0E-5,0.0, , , , , , , , ,-6548,333,-19566,427,2278,152,9797.807,151,10039,250,1149,152,8177,1,131933840,160,-61628,149,
61,72,Pm,,,0.0,0.0,(3/2+), ,13.5,21,S,13.5,2.1,EC+B+,100.0,0.0, , , , , , , , , , , ,-8177,302,-18400,302,1941,58,6924.726,69,11851,157,1270.81,56,8204.283,378,132929782,54000,-65407.646,50301,
61,73,Pm,,,0.0,0.0,(2+),AP,5, ,S,5.0,0.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-5363,204,-17579,304,2011.79,86,8907.681,59,9402.42,77,1695.35,74,8213.225,431,133928353,62000,-66738.751,57753,
61,74,Pm,,,0.0,0.0,(3/2+ 5/2+), ,49,3,S,49.0,3.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-7194.86,172054,-16747,210,1823.67,89,6161.534,78,11384.64,95,1694.61,76,8236.717,559,134924796,81000,-70052.075,75451,
61,75,Pm,,, ,0.0,(2+), ,47,2,S,47.0,2.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-4359.026,70194,-16384.02,169,1632.62,75,8029.372,70,9189.16,102,2245.28,72,8243.72,508,135923595.949,74152,-71169.915,69073,
61,76,Pm,,,0.0,0.0,11/2-, ,2.4,1,M,144.0,6.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-6046.323,44355,-15333.28,18,1439.82,18,5511.719,18,10974.25,70,2162.53,18,8263.651,95,136920479.522,14000,-74072.848,13041,
61,77,Pm,,,0.0,0.0, , ,10,2,S,10.0,2.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-3442.721,30151,-14985.28,51,1162.59,34,7077.827,30,8938.95,31,2644.89,30,8268.544,201,137919548.077,29778,-74940.483,27739,
61,78,Pm,,,0.0,0.0,(5/2)+, ,4.15,5,M,249.0,3.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-5120.263,17414,-14074.04,18,1010.46,18,4513.461,31,10631.32,31,2771.14,18,8285.543,98,138916799.806,14592,-77500.481,13593,
61,79,Pm,,,0.0,0.0,1+, ,9.2,2,S,9.2,0.2,EC+B+,100.0,0.0, , , , , , , , , , , ,-2757.777,27277,-13904.81,27,701.73,27,6045.2,24,8784.55,28,3488.74,37,8289.107,173,139916034.122,26029,-78213.712,24246,
61,80,Pm,,,0.0,0.0,5/2+, ,20.90,5,M,1254.0,3.0,EC+B+,100.0,0.0, , , , , , , , , , , ,-4589.012,16375,-13138.30,19,253.86,16,3669.709,14,10380.53,28,3552.98,14,8303.94,99,140913555.084,15000,-80522.921,13972,
61,81,Pm,,,0.0,0.0,1+, ,40.5,5,S,40.5,0.5,EC+B+,100.0,0.0, , , , , , , , , , , ,-2155.574,23752,-13279.45,25,-433.04,26,4807.936,24,8690.44,27,4238.38,24,8306.662,166,141912890.428,25332,-81142.044,23597,
61,82,Pm,,,0.0,0.0,5/2+, ,265,7,D,2.2896E7,604800.0,EC+B+,100.0,0.0,B+,5.7E-6,0.0, , , , ,3.8, , , ,-3443.499,3560,-12045.50,4,-566.77,8,1041.583,3,9889.92,24,4299.64,268,8317.733,21,142910938.073,3216,-82960.651,2996,
61,83,Pm,,,0.0,0.0,5-, ,363,14,D,3.13632E7,1209600.0,EC+B+,100.0,0.0, , , , , , , , , , , ,549.442,2668,-9970.26,4,847.08,7,2331.864,3,6526.76,153,4702.83,265,8305.296,21,143912596.224,3181,-81416.093,2964,
61,84,Pm,,,0.0,0.0,5/2+, ,17.7,4,Y,5.5856952E8,1.262304E7,EC,100.0,0.0,A,2.8E-7,0.0, , , , , , , , ,-616.156,2539,-7373.26,254,2323.25,289,164.477,3,7922.70,153,4808.49,252,8302.657,20,144912755.773,3068,-81267.474,2859,
61,85,Pm,,,0.0,0.0,3-, ,5.53,5,Y,1.74513528E8,1577880.0,EC,65.7,1.5,B-,34.3,1.5, , , , , , , , ,1542,3000,-6874.31,4,1908.25,4,1471.558,5,6258.15,5,5311.33,4,8288.654,30,145914702.286,4624,-79454.309,4308,
61,86,Pm,,,0.0,0.0,7/2+, ,2.6234,2,Y,8.278820784E7,6311.52,B-,100.0,0.0, , , , , , , ,2.58, ,0.74, ,224.094,293,-6117.27,284,1601.07,143,-895.512,1971,7659.27,4,5405.36,48,8284.372,10,146915144.638,1501,-79042.260,1399,
61,87,Pm,,,0.0,0.0,1-, ,5.368,7,D,463795.2,604.8,B-,100.0,0.0, , , , , , , ,1.84, ,0.2, ,2470.548,5642,-5670.68,6,1459.89,6,542.28,6,5894.77,6,6007.94,6,8268.226,39,147917481.255,6143,-76865.716,5723,
61,88,Pm,,,0.0,0.0,7/2+, ,53.08,5,H,191088.0,180.0,B-,100.0,0.0, , , , , , , ,3.3, , , ,1071.481,1875,-4799.31,202,1136.77,7,-1688.79,3,7269.86,6,5945.23,245,8261.526,15,148918341.658,2434,-76064.256,2267,
61,89,Pm,,,0.0,0.0,(1-), ,2.698,15,H,9712.8,54.0,B-,100.0,0.0, , , , , , , , , , , ,3454,20000,-4532.72,20,658.95,40,82.616,20,5604.20,20,6510.64,20,8243.81,134,149920990.217,21514,-73597.139,20041,
61,90,Pm,,,0.0,0.0,5/2+, ,28.40,4,H,102240.0,144.0,B-,100.0,0.0, , , , , , , ,1.8, ,1.9, ,1190.217,4476,-4406.24,4,-366.91,16,-2443.075,5,7860.24,20,6995.28,4,8241.27,31,150921216.817,4994,-73386.063,4653,
61,91,Pm,,,0.0,0.0,1+, ,4.12,8,M,247.2,4.8,B-,100.0,0.0, , , , , , , , , , , ,3508.417,25886,-4749.22,26,-1143.68,30,-1104.779,36,5939.44,26,7600.17,26,8226.127,170,151923505.481,27817,-71254.186,25912,
